"","name","team","points","IDFANGRAPHS","ESPNID","position","replacement_pr","adj_points","FANTPROSNAME","ESPN"
"184","Jack Suwinski","PIT",0.947549663320868,"22244",36754,"CF",-0.104121754941005,1.05167141826187,"Jack Suwinski",300
"185","Jack Suwinski","PIT",0.947549663320868,"22244",36754,"RF",1.01938213796651,-0.0718324746456458,"Jack Suwinski",300
"186","Max Kepler","MIN",0.827392618138843,"12144",31870,"RF",1.01938213796651,-0.191989519827671,"Max Kepler",254
"187","Brent Rooker","OAK",0.633449741267723,"19627",40926,"LF",1.01938213796651,-0.385932396698791,"Brent Rooker",271
"188","Brent Rooker","OAK",0.633449741267723,"19627",40926,"RF",1.01938213796651,-0.385932396698791,"Brent Rooker",271
"189","Brent Rooker","OAK",0.633449741267723,"19627",40926,"DH",4.96976368634212,-4.3363139450744,"Brent Rooker",271
"190","Jonathan India","CIN",0.633439965614501,"21523",41171,"2B",1.59559610679458,-0.962156141180082,"Jonathan India",269
"191","Joey Meneses","WSN",0.587699072708673,"14366",34534,"DH",4.96976368634212,-4.38206461363345,"Joey Meneses",284
"192","TJ Friedl","CIN",0.580004202845334,"19522",36020,"LF",1.01938213796651,-0.43937793512118,"TJ Friedl",226
"193","TJ Friedl","CIN",0.580004202845334,"19522",36020,"CF",-0.104121754941005,0.684125957786339,"TJ Friedl",226
"194","Christian Encarnacion-Strand","CIN",0.528887027162888,"30011",5012106,"1B",4.0712619963038,-3.54237496914092,"Christian Encarnacion-Strand",200
"195","Christian Encarnacion-Strand","CIN",0.528887027162888,"30011",5012106,"DH",4.96976368634212,-4.44087665917923,"Christian Encarnacion-Strand",200
"196","Zach Neto","LAA",0.450447665057814,"31347",4666100,"SS",2.70406583783264,-2.25361817277483,"Zach Neto",321
"197","Yainer Diaz","HOU",0.319129869189589,"23003",4781491,"C",-0.568436073401782,0.887565942591372,"Yainer Diaz",122
"198","Yainer Diaz","HOU",0.319129869189589,"23003",4781491,"DH",4.96976368634212,-4.65063381715253,"Yainer Diaz",122
"199","James Outman","LAD",0.302246800147271,"24770",41802,"CF",-0.104121754941005,0.406368555088276,"James Outman",209
"200","Sean Murphy","ATL",0.294748016263298,"19352",33557,"C",-0.568436073401782,0.863184089665081,"Sean Murphy",152
"201","Luis Rengifo","LAA",0.288771775653758,"19858",37237,"2B",1.59559610679458,-1.30682433114083,"Luis Rengifo",192
"202","Luis Rengifo","LAA",0.288771775653758,"19858",37237,"3B",3.03297428222753,-2.74420250657377,"Luis Rengifo",192
"203","Luis Rengifo","LAA",0.288771775653758,"19858",37237,"SS",2.70406583783264,-2.41529406217888,"Luis Rengifo",192
"204","Luis Rengifo","LAA",0.288771775653758,"19858",37237,"RF",1.01938213796651,-0.730610362312756,"Luis Rengifo",192
"205","Edouard Julien","MIN",0.282007485880506,"27534",3985190,"2B",1.59559610679458,-1.31358862091408,"Edouard Julien",273
"206","Edouard Julien","MIN",0.282007485880506,"27534",3985190,"DH",4.96976368634212,-4.68775620046162,"Edouard Julien",273
"207","Lars Nootbaar","STL",0.279624399660258,"21454",4448736,"LF",1.01938213796651,-0.739757738306256,"Lars Nootbaar",297
"208","Lars Nootbaar","STL",0.279624399660258,"21454",4448736,"CF",-0.104121754941005,0.383746154601263,"Lars Nootbaar",297
"209","Lars Nootbaar","STL",0.279624399660258,"21454",4448736,"RF",1.01938213796651,-0.739757738306256,"Lars Nootbaar",297
"210","Brendan Rodgers","COL",0.189910006985529,"17907",35073,"2B",1.59559610679458,-1.40568609980905,"Brendan Rodgers",NA
"211","Willson Contreras","STL",0.186407557787036,"11609",32532,"C",-0.568436073401782,0.754843631188818,"Willson Contreras",154
"212","Willson Contreras","STL",0.186407557787036,"11609",32532,"DH",4.96976368634212,-4.78335612855509,"Willson Contreras",154
"213","Yoán Moncada","CHW",0.176746853869118,"17232",33984,"3B",3.03297428222753,-2.85622742835841,"Yoan Moncada",NA
"214","Anthony Rizzo","NYY",0.0758002651734302,"3473",30782,"1B",4.0712619963038,-3.99546173113037,"Anthony Rizzo",238
"215","Jeff McNeil","NYM",0.0234792468567908,"15362",33900,"2B",1.59559610679458,-1.57211685993779,"Jeff McNeil",137
"216","Jeff McNeil","NYM",0.0234792468567908,"15362",33900,"LF",1.01938213796651,-0.995902891109723,"Jeff McNeil",137
"217","Jeff McNeil","NYM",0.0234792468567908,"15362",33900,"RF",1.01938213796651,-0.995902891109723,"Jeff McNeil",137
"218","Alex Verdugo","NYY",0.00106578545136568,"17027",33786,"RF",1.01938213796651,-1.01831635251515,"Alex Verdugo",242
"219","Tommy Edman","STL",-0.0341037048325367,"19470",39907,"2B",1.59559610679458,-1.62969981162712,"Tommy Edman",213
"220","Tommy Edman","STL",-0.0341037048325367,"19470",39907,"SS",2.70406583783264,-2.73816954266518,"Tommy Edman",213
"221","Tommy Edman","STL",-0.0341037048325367,"19470",39907,"CF",-0.104121754941005,0.0700180501084681,"Tommy Edman",213
"222","Vaughn Grissom","BOS",-0.071991432399108,"26031",42503,"SS",2.70406583783264,-2.77605727023175,"Vaughn Grissom",248
"223","Jarren Duran","BOS",-0.104121754941005,"24617",41610,"LF",1.01938213796651,-1.12350389290752,"Jarren Duran",201
"224","Jarren Duran","BOS",-0.104121754941005,"24617",41610,"CF",-0.104121754941005,0,"Jarren Duran",201
"225","Justin Turner","TOR",-0.112743901638905,"5235",29607,"1B",4.0712619963038,-4.18400589794271,"Justin Turner",184
"226","Justin Turner","TOR",-0.112743901638905,"5235",29607,"DH",4.96976368634212,-5.08250758798103,"Justin Turner",184
"227","Brandon Lowe","TBR",-0.15559932623694,"18882",39961,"2B",1.59559610679458,-1.75119543303152,"Brandon Lowe",323
"228","Trevor Story","BOS",-0.227957213192914,"12564",32150,"SS",2.70406583783264,-2.93202305102555,"Trevor Story",230
"229","Byron Buxton","MIN",-0.270952474214834,"14161",32655,"DH",4.96976368634212,-5.24071616055696,"Byron Buxton",239
"230","Jarred Kelenic","ATL",-0.287861167586467,"22558",41150,"LF",1.01938213796651,-1.30724330555298,"Jarred Kelenic",332
"231","Jarred Kelenic","ATL",-0.287861167586467,"22558",41150,"RF",1.01938213796651,-1.30724330555298,"Jarred Kelenic",332
"232","Francisco Alvarez","NYM",-0.568436073401782,"26121",41253,"C",-0.568436073401782,0,"Francisco Alvarez",166
"233","Kris Bryant","COL",-0.574686691087121,"15429",33172,"RF",1.01938213796651,-1.59406882905363,"Kris Bryant",240
"234","Kris Bryant","COL",-0.574686691087121,"15429",33172,"DH",4.96976368634212,-5.54445037742924,"Kris Bryant",240
"235","Sal Frelick","MIL",-0.580911675683032,"29622",4417795,"CF",-0.104121754941005,-0.476789920742027,"Sal Frelick",295
"236","Sal Frelick","MIL",-0.580911675683032,"29622",4417795,"RF",1.01938213796651,-1.60029381364955,"Sal Frelick",295
"237","Andrew Benintendi","CHW",-0.582831234778833,"17901",34986,"LF",1.01938213796651,-1.60221337274535,"Andrew Benintendi",219
"238","Orlando Arcia","ATL",-0.661812855508583,"13185",32530,"SS",2.70406583783264,-3.36587869334122,"Orlando Arcia",325
"239","Jackson Chourio","MIL",-0.711089057539083,"sa3015704",4917869,"CF",-0.104121754941005,-0.606967302598079,"Jackson Chourio",211
"240","Hunter Renfroe","KCR",-0.85058712705318,"15464",33205,"RF",1.01938213796651,-1.86996926501969,"Hunter Renfroe",304
"241","Javier Báez","DET",-0.903844802686169,"12979",32127,"SS",2.70406583783264,-3.60791064051881,"Javier Baez",337
"242","Logan O'Hoppe","LAA",-1.03840486045432,"24729",42047,"C",-0.568436073401782,-0.469968787052533,"Logan O'Hoppe",224
"243","Keibert Ruiz","WSN",-1.11873412133886,"19610",38827,"C",-0.568436073401782,-0.550298047937082,"Keibert Ruiz",118
"244","Giancarlo Stanton","NYY",-1.20665859637646,"4949",30583,"RF",1.01938213796651,-2.22604073434298,"Giancarlo Stanton",229
"245","Giancarlo Stanton","NYY",-1.20665859637646,"4949",30583,"DH",4.96976368634212,-6.17642228271858,"Giancarlo Stanton",229
"246","Jonah Heim","TEX",-1.2505378829399,"16930",33842,"C",-0.568436073401782,-0.682101809538114,"Jonah Heim",186
"247","Noelvi Marte","CIN",-1.3608710927853,"26517",41307,"3B",3.03297428222753,-4.39384537501283,"Noelvi Marte",NA
"248","Colt Keith","DET",-1.43227081383217,"sa3014474",NA,"3B",3.03297428222753,-4.46524509605969,"Colt Keith",285
"249","Colt Keith","DET",-1.43227081383217,"sa3014474",NA,"2B",1.59559610679458,-3.02786692062675,"Colt Keith",285
"250","Maikel Garcia","KCR",-1.49848666498143,"22715",4905884,"3B",3.03297428222753,-4.53146094720896,"Maikel Garcia",306
"251","Wilmer Flores","SFG",-1.56803164520958,"5827",30627,"1B",4.0712619963038,-5.63929364151339,"Wilmer Flores",372
"252","Wilmer Flores","SFG",-1.56803164520958,"5827",30627,"3B",3.03297428222753,-4.60100592743711,"Wilmer Flores",372
"253","Wilmer Flores","SFG",-1.56803164520958,"5827",30627,"DH",4.96976368634212,-6.5377953315517,"Wilmer Flores",372
"254","Mark Canha","DET",-1.59042014727569,"11445",31670,"LF",1.01938213796651,-2.6098022852422,"Mark Canha",267
"255","Mark Canha","DET",-1.59042014727569,"11445",31670,"RF",1.01938213796651,-2.6098022852422,"Mark Canha",267
"256","Mark Canha","DET",-1.59042014727569,"11445",31670,"DH",4.96976368634212,-6.56018383361781,"Mark Canha",267
"257","Joc Pederson","ARI",-1.6496033508057,"11899",31392,"LF",1.01938213796651,-2.66898548877222,"Joc Pederson",344
"258","Joc Pederson","ARI",-1.6496033508057,"11899",31392,"DH",4.96976368634212,-6.61936703714783,"Joc Pederson",344
"259","Tim Anderson","MIA",-1.68686963732163,"15172",33184,"SS",2.70406583783264,-4.39093547515427,"Tim Anderson",390
"260","Ryan Noda","OAK",-1.79428539711798,"23312",40518,"1B",4.0712619963038,-5.86554739342178,"Ryan Noda",NA
"261","Brandon Marsh","PHI",-1.98366791374328,"20202",40803,"LF",1.01938213796651,-3.0030500517098,"Brandon Marsh",330
"262","Brandon Marsh","PHI",-1.98366791374328,"20202",40803,"CF",-0.104121754941005,-1.87954615880228,"Brandon Marsh",330
"263","Tommy Pham","",-2.02623598972812,"2967",31208,"LF",1.01938213796651,-3.04561812769464,"Tommy Pham",NA
"264","Tommy Pham","",-2.02623598972812,"2967",31208,"DH",4.96976368634212,-6.99599967607024,"Tommy Pham",NA
"265","Seth Brown","OAK",-2.05795187352503,"18171",35676,"LF",1.01938213796651,-3.07733401149154,"Seth Brown",NA
"266","Seth Brown","OAK",-2.05795187352503,"18171",35676,"RF",1.01938213796651,-3.07733401149154,"Seth Brown",NA
"267","Matt Wallner","MIN",-2.09392489024275,"26466",42427,"LF",1.01938213796651,-3.11330702820927,"Matt Wallner",NA
"268","Matt Wallner","MIN",-2.09392489024275,"26466",42427,"RF",1.01938213796651,-3.11330702820927,"Matt Wallner",NA
"269","Gabriel Moreno","ARI",-2.17024579938808,"22664",42464,"C",-0.568436073401782,-1.6018097259863,"Gabriel Moreno",133
"270","Mike Yastrzemski","SFG",-2.25254631701296,"14854",33341,"CF",-0.104121754941005,-2.14842456207195,"Mike Yastrzemski",406
"271","Mike Yastrzemski","SFG",-2.25254631701296,"14854",33341,"RF",1.01938213796651,-3.27192845497947,"Mike Yastrzemski",406
"272","Charlie Blackmon","COL",-2.28297013912401,"7859",31084,"RF",1.01938213796651,-3.30235227709052,"Charlie Blackmon",334
"273","Charlie Blackmon","COL",-2.28297013912401,"7859",31084,"DH",4.96976368634212,-7.25273382546613,"Charlie Blackmon",334
"274","LaMonte Wade Jr.","SFG",-2.30636715165387,"18126",37798,"1B",4.0712619963038,-6.37762914795767,"LaMonte Wade Jr.",368
"275","LaMonte Wade Jr.","SFG",-2.30636715165387,"18126",37798,"LF",1.01938213796651,-3.32574928962038,"LaMonte Wade Jr.",368
"276","Michael Conforto","SFG",-2.31722429769733,"16376",33711,"RF",1.01938213796651,-3.33660643566385,"Michael Conforto",NA
"277","Jose Siri","TBR",-2.32933270496324,"17452",33954,"CF",-0.104121754941005,-2.22521095002224,"Jose Siri",436
"278","Nelson Velázquez","KCR",-2.36276864665334,"23359",41047,"RF",1.01938213796651,-3.38215078461985,"Nelson Velazquez",365
"279","Jesús Sánchez","MIA",-2.3632084832949,"19913",39957,"RF",1.01938213796651,-3.38259062126142,"Jesus Sanchez",NA
"280","Leody Taveras","TEX",-2.39080963425688,"18900",34951,"CF",-0.104121754941005,-2.28668787931587,"Leody Taveras",405
"281","DJ LeMahieu","NYY",-2.48798849340416,"9874",30765,"1B",4.0712619963038,-6.55925048970796,"DJ LeMahieu",293
"282","DJ LeMahieu","NYY",-2.48798849340416,"9874",30765,"3B",3.03297428222753,-5.52096277563168,"DJ LeMahieu",293
"283","Mitch Haniger","SEA",-2.54692583887771,"14274",32771,"LF",1.01938213796651,-3.56630797684422,"Mitch Haniger",331
"284","Alek Thomas","ARI",-2.60756187873525,"23792",41215,"CF",-0.104121754941005,-2.50344012379424,"Alek Thomas",441
"285","Shea Langeliers","OAK",-2.67939060325282,"25816",42598,"C",-0.568436073401782,-2.11095452985104,"Shea Langeliers",401
"286","Brendan Donovan","STL",-2.69277239777511,"24679",41773,"2B",1.59559610679458,-4.2883685045697,"Brendan Donovan",366
"287","Brendan Donovan","STL",-2.69277239777511,"24679",41773,"LF",1.01938213796651,-3.71215453574163,"Brendan Donovan",366
"288","Wyatt Langford","TEX",-2.73717778805045,"sa3022654",NA,"LF",1.01938213796651,-3.75655992601696,"Wyatt Langford",136
"289","Parker Meadows","DET",-2.74534279547262,"23800",NA,NA,NA,NA,"Parker Meadows",348
"290","Luis García Jr.","WSN",-2.81335047634075,"20391",40459,"2B",1.59559610679458,-4.40894658313533,"Luis Garcia",NA
"291","Luis García Jr.","WSN",-2.81335047634075,"20391",40459,"2B",1.59559610679458,-4.40894658313533,"Luis Garcia",NA
"292","Jackson Holliday","BAL",-2.8572328076758,"sa3020241",NA,"SS",2.70406583783264,-5.56129864550844,"Jackson Holliday",170
"293","Jackson Holliday","BAL",-2.8572328076758,"sa3020241",NA,"2B",1.59559610679458,-4.45282891447038,"Jackson Holliday",170
"294","Carlos Santana","MIN",-2.86016366504569,"2396",30280,"1B",4.0712619963038,-6.93142566134949,"Carlos Santana",336
"295","Nolan Schanuel","LAA",-2.93836716779873,"33189",NA,NA,NA,NA,"Nolan Schanuel",NA
"296","Mitch Garver","SEA",-2.99985302305606,"15161",33667,"C",-0.568436073401782,-2.43141694965428,"Mitch Garver",218
"297","Mitch Garver","SEA",-2.99985302305606,"15161",33667,"DH",4.96976368634212,-7.96961670939818,"Mitch Garver",218
"298","Luis Campusano","SDP",-3.11296872728815,"22217",40521,"C",-0.568436073401782,-2.54453265388636,"Luis Campusano",315
"299","Starling Marte","NYM",-3.13314741203703,"9241",30830,"RF",1.01938213796651,-4.15252955000354,"Starling Marte",245
"300","Brenton Doyle","COL",-3.24789299709781,"25479",42462,"CF",-0.104121754941005,-3.14377124215681,"Brenton Doyle",NA
"301","Gavin Lux","LAD",-3.52380811797025,"19955",40423,"2B",1.59559610679458,-5.11940422476484,"Gavin Lux",246
"302","Gavin Lux","LAD",-3.52380811797025,"19955",40423,"LF",1.01938213796651,-4.54319025593677,"Gavin Lux",246
"303","Rowdy Tellez","PIT",-3.56976414522466,"15679",34287,"1B",4.0712619963038,-7.64102614152847,"Rowdy Tellez",419
"304","Rowdy Tellez","PIT",-3.56976414522466,"15679",34287,"DH",4.96976368634212,-8.53952783156679,"Rowdy Tellez",419
"305","Bo Naylor","CLE",-3.573411887239,"21865",41183,"C",-0.568436073401782,-3.00497581383722,"Bo Naylor",280
"306","Michael Massey","KCR",-3.62678565625399,"27684",4109223,NA,NA,NA,"Michael Massey",NA
"307","Elehuris Montero","COL",-3.63801951888455,"20543",41222,NA,NA,NA,"Elehuris Montero",NA
"308","Masyn Winn","STL",-3.64057310339176,"27479",4683365,"SS",2.70406583783264,-6.3446389412244,"Masyn Winn",NA
"309","Henry Davis","PIT",-3.64108834769545,"29617",4418683,"RF",1.01938213796651,-4.66047048566196,"Henry Davis",327
"310","Andrew McCutchen","PIT",-3.68233703280806,"9847",28701,"DH",4.96976368634212,-8.65210071915018,"Andrew McCutchen",433
"311","Elias Díaz","COL",-3.70359482837978,"11680",33594,"C",-0.568436073401782,-3.135158754978,"Elias Diaz",398
"312","Ramón Laureano","CLE",-3.87617202822236,"17128",35142,NA,NA,NA,"Ramon Laureano",NA
"313","J.D. Davis","SFG",-3.87703223472921,"16219",33796,"3B",3.03297428222753,-6.91000651695673,"J.D. Davis",NA
"314","Ryan O'Hearn","BAL",-3.93558988724105,"16442",35183,"1B",4.0712619963038,-8.00685188354486,"Ryan O'Hearn",NA
"315","Ryan O'Hearn","BAL",-3.93558988724105,"16442",35183,"RF",1.01938213796651,-4.95497202520757,"Ryan O'Hearn",NA
"316","Jordan Westburg","BAL",-3.94892838574434,"27815",4298641,"2B",1.59559610679458,-5.54452449253892,"Jordan Westburg",349
"317","Jordan Westburg","BAL",-3.94892838574434,"27815",4298641,"3B",3.03297428222753,-6.98190266797186,"Jordan Westburg",349
"318","Wilyer Abreu","BOS",-3.95024502141611,"23772",NA,NA,NA,NA,"Wilyer Abreu",NA
"319","Anthony Rendon","LAA",-3.98154918242118,"12861",32098,"3B",3.03297428222753,-7.01452346464871,"Anthony Rendon",402
"320","Esteury Ruiz","OAK",-4.02310875338525,"21780",39680,"CF",-0.104121754941005,-3.91898699844424,"Esteury Ruiz",202
"321","Alex Kirilloff","MIN",-4.13580959900059,"20325",40636,"1B",4.0712619963038,-8.20707159530439,"Alex Kirilloff",NA
"322","Alex Kirilloff","MIN",-4.13580959900059,"20325",40636,"RF",1.01938213796651,-5.1551917369671,"Alex Kirilloff",NA
"323","Tyler Stephenson","CIN",-4.23605593648808,"17988",34975,"C",-0.568436073401782,-3.6676198630863,"Tyler Stephenson",335
"324","Tyler Stephenson","CIN",-4.23605593648808,"17988",34975,"DH",4.96976368634212,-9.2058196228302,"Tyler Stephenson",335
"325","Davis Schneider","TOR",-4.25391600438919,"23565",NA,NA,NA,NA,"Davis Schneider",386
"326","Chris Taylor","LAD",-4.26612369347776,"13757",32900,"3B",3.03297428222753,-7.29909797570528,"Chris Taylor",313
"327","Chris Taylor","LAD",-4.26612369347776,"13757",32900,"SS",2.70406583783264,-6.9701895313104,"Chris Taylor",313
"328","Chris Taylor","LAD",-4.26612369347776,"13757",32900,"LF",1.01938213796651,-5.28550583144427,"Chris Taylor",313
"329","Adam Duvall","",-4.32480367220436,"10950",32664,"CF",-0.104121754941005,-4.22068191726336,"Adam Duvall",352
"330","Adam Duvall","",-4.32480367220436,"10950",32664,"RF",1.01938213796651,-5.34418581017087,"Adam Duvall",352
"331","Joey Gallo","WSN",-4.52492634718281,"14128",32818,"1B",4.0712619963038,-8.59618834348661,"Joey Gallo",360
"332","Joey Gallo","WSN",-4.52492634718281,"14128",32818,"LF",1.01938213796651,-5.54430848514932,"Joey Gallo",360
"333","JJ Bleday","OAK",-4.57035587762321,"26368",42410,NA,NA,NA,"JJ Bleday",NA
"334","Luke Raley","SEA",-4.58109089559177,"19354",40422,"1B",4.0712619963038,-8.65235289189557,"Luke Raley",NA
"335","Luke Raley","SEA",-4.58109089559177,"19354",40422,"RF",1.01938213796651,-5.60047303355828,"Luke Raley",NA
"336","Willi Castro","MIN",-4.68338104880938,"17338",34230,"3B",3.03297428222753,-7.71635533103691,"Willi Castro",410
"337","Willi Castro","MIN",-4.68338104880938,"17338",34230,"LF",1.01938213796651,-5.7027631867759,"Willi Castro",410
"338","Willi Castro","MIN",-4.68338104880938,"17338",34230,"CF",-0.104121754941005,-4.57925929386838,"Willi Castro",410
"339","Danny Jansen","TOR",-4.69987343674952,"16535",35004,"C",-0.568436073401782,-4.13143736334774,"Danny Jansen",NA
"340","Whit Merrifield","PHI",-4.78081723560918,"11281",32422,"2B",1.59559610679458,-6.37641334240376,"Whit Merrifield",287
"341","Whit Merrifield","PHI",-4.78081723560918,"11281",32422,"LF",1.01938213796651,-5.8001993735757,"Whit Merrifield",287
"342","Amed Rosario","TBR",-4.80061027859615,"15518",33215,"2B",1.59559610679458,-6.39620638539074,"Amed Rosario",NA
"343","Amed Rosario","TBR",-4.80061027859615,"15518",33215,"SS",2.70406583783264,-7.5046761164288,"Amed Rosario",NA
"344","Brett Baty","NYM",-4.82810898341318,"26123",42414,"3B",3.03297428222753,-7.8610832656407,"Brett Baty",404
"345","Jake Fraley","CIN",-4.85625346294383,"19260",37974,"LF",1.01938213796651,-5.87563560091034,"Jake Fraley",NA
"346","Jake Fraley","CIN",-4.85625346294383,"19260",37974,"RF",1.01938213796651,-5.87563560091034,"Jake Fraley",NA
"347","Jake Fraley","CIN",-4.85625346294383,"19260",37974,"DH",4.96976368634212,-9.82601714928595,"Jake Fraley",NA
"348","Ryan Jeffers","MIN",-4.88036644192153,"24618",41587,"C",-0.568436073401782,-4.31193036851974,"Ryan Jeffers",424
"349","Marco Luciano","SFG",-5.0860516243772,"25616",NA,NA,NA,NA,"Marco Luciano",NA
"350","Jurickson Profar","SDP",-5.13957458255835,"10815",31117,"LF",1.01938213796651,-6.15895672052486,"Jurickson Profar",NA
"351","Will Benson","CIN",-5.20690067893923,"21853",39216,"LF",1.01938213796651,-6.22628281690575,"Will Benson",392
"352","Will Benson","CIN",-5.20690067893923,"21853",39216,"RF",1.01938213796651,-6.22628281690575,"Will Benson",392
"353","Mark Vientos","NYM",-5.41133533350613,"22184",41034,NA,NA,NA,"Mark Vientos",NA
"354","Harrison Bader","NYM",-5.4127483399639,"18030",35062,"CF",-0.104121754941005,-5.3086265850229,"Harrison Bader",394
"355","Brice Turang","MIL",-5.42920801627181,"22186",41179,"2B",1.59559610679458,-7.02480412306639,"Brice Turang",NA
"356","Brice Turang","MIL",-5.42920801627181,"22186",41179,"SS",2.70406583783264,-8.13327385410445,"Brice Turang",NA
"357","Patrick Wisdom","CHC",-5.51125097458249,"13602",32861,NA,NA,NA,"Patrick Wisdom",NA
"358","Michael Busch","CHC",-5.57999786838027,"26319",42415,"3B",3.03297428222753,-8.6129721506078,"Michael Busch",397
"359","C.J. Cron","",-5.61027178340392,"12546",32155,NA,NA,NA,"C.J. Cron",NA
"360","Mickey Moniak","LAA",-5.79262588878261,"19956",36181,"CF",-0.104121754941005,-5.6885041338416,"Mickey Moniak",488
"361","Kyle Manzardo","CLE",-5.84902553558798,"sa3017342",4917927,"1B",4.0712619963038,-9.92028753189179,"Kyle Manzardo",NA
"362","Matt Vierling","DET",-5.90158319907723,"21558",41636,"3B",3.03297428222753,-8.93455748130476,"Matt Vierling",NA
"363","Matt Vierling","DET",-5.90158319907723,"21558",41636,"LF",1.01938213796651,-6.92096533704375,"Matt Vierling",NA
"364","Matt Vierling","DET",-5.90158319907723,"21558",41636,"CF",-0.104121754941005,-5.79746144413623,"Matt Vierling",NA
"365","Matt Vierling","DET",-5.90158319907723,"21558",41636,"RF",1.01938213796651,-6.92096533704375,"Matt Vierling",NA
"366","Geraldo Perdomo","ARI",-6.02397877299947,"22799",41355,"2B",1.59559610679458,-7.61957487979406,"Geraldo Perdomo",481
