"","Name","Team","PlayerId","IP","SO","QS","ERA","WHIP","SVHD","pr","rank","pos"
"1","Corbin Burnes","MIL","19361",1.78022684542519,2.73693567927328,2.16529409000974,1.63705788265218,2.09009754547227,-0.844808668597196,9.56480337423548,1,"SP"
"2","Gerrit Cole","NYY","13125",1.84143574521442,2.94712964895866,2.16529409000974,1.16217615835658,2.21133820044333,-0.844808668597196,9.48256517438553,2,"SP"
"3","Jacob deGrom","TEX","10954",0.841690381990459,1.95921799143739,1.61323610672114,2.05435484602809,3.38299860850236,-0.844808668597196,9.00668926608225,3,"SP"
"8","Max Scherzer","NYM","3137",1.27015268051501,2.04329557931154,1.61323610672114,1.48663978174474,2.41808542260449,-0.844808668597196,7.98660090229973,4,"SP"
"7","Carlos Rodón","NYY","16137",1.35176454690064,2.37960593080814,1.61323610672114,1.4296666606932,1.99867397024051,-0.844808668597196,7.92813854676643,5,"SP"
"4","Aaron Nola","PHI","16149",1.90264464500364,2.44266412171376,1.79725543448401,0.635984645121922,1.93080240740982,-0.844808668597196,7.86454258513595,6,"SP"
"5","Shane Bieber","CLE","19427",1.8006298120216,2.00125678537447,2.16529409000974,0.991166181888163,1.42124359723482,-0.844808668597196,7.5347817979316,7,"SP"
"6","Sandy Alcantara","MIA","18684",2.04546541117849,1.81208221265763,2.16529409000974,1.09824846547092,1.22505417373621,-0.844808668597196,7.50133568445579,8,"SP"
"9","Shohei Ohtani","LAA","19755",1.29055564711142,2.1904313580913,1.61323610672114,1.51153578971119,1.6368083215757,-0.844808668597196,7.39775855461357,9,"SP"
"11","Shane McClanahan","TBR","21483",1.39257048009346,1.91717919750032,1.61323610672114,1.4962900996644,1.62822285892704,-0.844808668597196,7.20269007430915,10,"SP"
"14","Spencer Strider","ATL","27498",1.08652598114735,2.31654773990253,1.24519745119541,1.46731649257696,1.73472900367673,-0.844808668597196,7.00550799990177,11,"SP"
"15","Justin Verlander","NYM","8700",1.2497497139186,1.66494643387786,1.42921677895827,1.22889021064159,2.23303389659604,-0.844808668597196,6.96102836539517,12,"SP"
"13","Brandon Woodruff","MIL","16162",1.41297344668986,2.022276182343,1.61323610672114,1.06155007338205,1.6902934334816,-0.844808668597196,6.95552057402046,13,"SP"
"10","Luis Castillo","SEA","15689",1.8006298120216,2.08533437324862,1.98127476224688,1.13422195104938,0.775593602101883,-0.844808668597196,6.93224583207117,14,"SP"
"12","Kevin Gausman","TOR","14107",1.53539124626831,2.04329557931154,1.79725543448401,0.83447310900009,1.4566296257192,-0.844808668597196,6.82223632618595,15,"SP"
"17","Edwin O Díaz","NYM","14710",-0.831352878914939,-0.0166053236051454,-0.963034481959006,3.17023515214253,2.89636530399461,2.55203929151066,6.80764706316871,16,"SP"
"16","Zack Wheeler","PHI","10310",1.63740607925034,1.72800462478348,1.79725543448401,0.929005448621591,1.26078826151715,-0.844808668597196,6.50765118005937,17,"SP"
"18","Max Fried","ATL","13743",1.61700311265394,1.3496554793498,1.98127476224688,1.23235616989442,0.970158748883183,-0.844808668597196,6.30563960443102,18,"SP"
"23","Emmanuel Clase","CLE","21032",-0.770143979125717,-0.710245423566887,-0.963034481959006,3.36027392450888,2.59698790104025,2.55203929151066,6.06587723240818,19,"SP"
"20","Joe Musgrove","SDP","12970",1.57619717946112,1.64392703690933,1.79725543448401,0.684961141230642,1.15776270973313,-0.844808668597196,6.01529483322103,20,"SP"
"19","Framber Valdez","HOU","17295",1.82103277861801,1.62290763994079,2.16529409000974,1.13166212493454,-0.0349204798385871,-0.844808668597196,5.8611674850673,21,"SP"
"21","Yu Darvish","SDP","13074",1.59660014605753,1.79106281568909,1.98127476224688,0.0102997133352288,1.30928452350557,-0.844808668597196,5.8437132922371,22,"SP"
"22","Alek Manoah","TOR","26410",1.73942091223238,1.64392703690933,1.98127476224688,0.216558268871718,1.04452741858313,-0.844808668597196,5.78089973024624,23,"SP"
"27","Cristian Javier","HOU","17606",1.37216751349705,2.12737316718569,1.24519745119541,0.402451482131733,1.30742820725721,-0.844808668597196,5.60980915266989,24,"SP"
"26","Zac Gallen","ARI","19291",1.43337641328627,1.70698522781494,1.61323610672114,0.596839693560466,0.947998973668377,-0.844808668597196,5.453627746454,25,"SP"
"24","Robbie Ray","SEA","11486",1.61700311265394,2.25348954899692,1.79725543448401,0.021354537618788,0.565829866037128,-0.844808668597196,5.41012383119358,26,"SP"
"25","Dylan Cease","CHW","18525",1.55579421286471,2.40062532777668,1.42921677895827,0.620942835031177,0.226007972821606,-0.844808668597196,5.38777845885526,27,"SP"
"31","Andrés Muñoz","SEA","20373",-0.872158812107754,-0.352915675101747,-0.963034481959006,2.90593876911735,2.60963405548221,1.89154107704525,5.2190049324763,28,"SP"
"32","Tyler Glasnow","TBR","14374",0.780481482201237,1.60188824297225,0.877158795669671,1.12407325990382,1.54236823244035,-0.844808668597196,5.08116134459014,29,"SP"
"28","Julio Urías","LAD","14765",1.53539124626831,1.43373306722395,1.42921677895827,0.352229052958268,1.06947166817048,-0.844808668597196,4.97523314498208,30,"SP"
"30","Triston McKenzie","CLE","18000",1.5149882796719,1.70698522781494,1.42921677895827,-0.191994509722526,1.04069876632089,-0.844808668597196,4.65508587444628,31,"SP"
"29","Logan Webb","SFG","17995",1.75982387882879,1.24455849450711,1.79725543448401,0.461984429298114,0.0795910287321611,-0.844808668597196,4.49840459725299,32,"SP"
"35","George Kirby","SEA","25436",1.06612301455094,1.05538392179027,1.24519745119541,0.779470827523693,0.879431292244557,-0.844808668597196,4.18079783870767,33,"SP"
"33","Logan Gilbert","SEA","22250",1.5149882796719,1.43373306722395,1.42921677895827,-0.0191043069927633,0.547614762850091,-0.844808668597196,4.06163991311426,34,"SP"
"37","Hunter Greene","CIN","22182",1.12733191434016,2.00125678537447,0.877158795669671,0.107006772487922,0.712130790361052,-0.844808668597196,3.98007638963608,35,"SP"
"34","Chris Bassitt","TOR","12304",1.49458531307549,1.11844211269589,1.61323610672114,0.0083288737600862,0.521626335373042,-0.844808668597196,3.91141007302845,36,"SP"
"44","Luis Severino","NYY","15890",0.862093348586866,1.11844211269589,0.877158795669671,0.603680998752341,1.24094888161279,-0.844808668597196,3.85751546872036,37,"SP"
"41","Jhoan Duran","MIN","21029",-0.770143979125717,-0.373935072070285,-0.963034481959006,2.37705150979715,1.54584882540603,1.98589796482602,3.80168476687419,38,"SP"
"42","Nestor Cortes","NYY","17874",1.02531708135812,1.1815003036015,1.06117812343254,0.18898916814817,1.15532629465716,-0.844808668597196,3.76750230260029,39,"SP"
"36","Pablo López","MIN","17085",1.31095861370783,1.28659728844419,1.42921677895827,0.100278733938297,0.466632966515355,-0.844808668597196,3.74887571296674,40,"SP"
"39","Josh Hader","SDP","14212",-0.933367711896976,-0.33189627813321,-0.963034481959006,1.53706609087425,1.95806705230762,2.45768240372989,3.72451707492257,41,"SP"
"38","Lance Lynn","CHW","2520",1.27015268051501,1.26557789147565,1.42921677895827,-0.0812423869308838,0.679645256014742,-0.844808668597196,3.7185415514356,42,"SP"
"40","Jordan Montgomery","STL","16511",1.43337641328627,1.11844211269589,1.24519745119541,0.246256782469558,0.489488860323296,-0.844808668597196,3.68795295137322,43,"SP"
"50","Clayton Kershaw","LAD","2036",0.45403401665872,0.592957188482446,0.877158795669671,0.997871567109338,1.5369153034608,-0.844808668597196,3.61412820278377,44,"SP"
"43","Charlie Morton","ATL","4676",1.35176454690064,1.81208221265763,1.06117812343254,-0.11490523300746,0.241902680698195,-0.844808668597196,3.50721366208435,45,"SP"
"47","Raisel Iglesias","ATL","17130",-0.810949912318532,-0.563109644787124,-0.963034481959006,1.52542228005099,1.81513070118385,2.26896862816834,3.27242757033852,46,"SP"
"45","Miles Mikolas","STL","9803",1.61700311265394,0.656015379388058,1.61323610672114,-0.298963526663031,0.439020262320993,-0.844808668597196,3.1815026658239,47,"SP"
"49","Ryan Helsley","STL","18138",-0.729338045932903,-0.352915675101747,-0.963034481959006,1.8092005255431,1.32158261865096,2.08025485260679,3.16574979380719,48,"SP"
"55","Blake Snell","SDP","13543",0.719272582412015,1.47577186116103,0.877158795669671,0.560979474624248,0.36267925660716,-0.844808668597196,3.15105330187692,49,"SP"
"54","Ryan Pressly","HOU","7005",-0.97417364508979,-0.7733036144725,-0.963034481959006,1.94722725578844,1.69795073800608,2.17461174038757,3.10927799266079,50,"SP"
"46","Lucas Giolito","CHW","15474",1.41297344668986,1.74902402175201,1.24519745119541,-0.465442837441467,0.000581568411311061,-0.844808668597196,3.09752498200993,51,"SP"
"53","Joe Ryan","MIN","21390",1.16813784753298,1.24455849450711,1.06117812343254,-0.422378860058176,0.884188102630982,-0.844808668597196,3.09087503944824,52,"SP"
"52","Nick Lodolo","CIN","26378",1.00491411476172,1.58086884600371,1.06117812343254,0.0464544255412959,0.222063300793839,-0.844808668597196,3.07067014193591,53,"SP"
"56","Félix Bautista","BAL","20666",-0.851755845511347,-0.458012659944436,-0.963034481959006,1.91632811578275,1.43087323777319,1.98589796482602,3.06029633096717,54,"SP"
"57","Drew Rasmussen","TBR","25385",1.16813784753298,0.845189952104897,0.877158795669671,0.459198069898774,0.545294367539638,-0.844808668597196,3.05017036414876,55,"SP"
"48","Brady Singer","KCR","25377",1.49458531307549,1.28659728844419,1.42921677895827,-0.161299249672889,-0.222292401157492,-0.844808668597196,2.98199906105038,56,"SP"
"62","Jeffrey Springs","TBR","17677",0.862093348586866,0.99232573088466,0.509120140143935,0.496847901782535,0.689738975615202,-0.750451780816422,2.79967431619678,57,"SP"
"51","Kyle Wright","ATL","19665",1.47418234647908,1.24455849450711,1.42921677895827,-0.221534450021216,-0.306986829988945,-0.844808668597196,2.77462767133711,58,"SP"
"59","Pete Fairbanks","TBR","17998",-0.933367711896976,-0.563109644787124,-0.963034481959006,2.01960464018592,1.30812432585035,1.89154107704525,2.75975820443841,59,"SP"
"58","Jordan Romano","TOR","16122",-0.810949912318532,-0.605148438724199,-0.963034481959006,1.48061399637706,1.02457201891326,2.45768240372989,2.58373558601847,60,"SP"
"64","A.J. Minter","ATL","18655",-0.831352878914939,-0.521070850850048,-0.963034481959006,1.75147984465271,1.30255537710526,1.79718418926447,2.53576119929845,61,"SP"
"63","Alex Cobb","SFG","6562",1.04572004795453,0.99232573088466,0.877158795669671,0.608755344325122,-0.195955914383875,-0.844808668597196,2.48319533585291,62,"SP"
"72","Freddy Peralta","MIL","18679",0.576451816237164,0.950286936947585,0.693139467906803,0.220749134634953,0.844509342822273,-0.844808668597196,2.44032802995158,63,"SP"
"60","Devin Williams","MIL","15816",-0.872158812107754,-0.394954469038823,-0.963034481959006,1.78530126402843,0.561769174243841,2.26896862816834,2.38589130333503,64,"SP"
"65","Luis Garcia","HOU","23735",1.16813784753298,1.1815003036015,0.877158795669671,-0.362732646249546,0.365115671683134,-0.844808668597196,2.38437130364054,65,"SP"
"69","Nathan Eovaldi","TEX","9132",0.98451114816531,0.803151158167822,1.06117812343254,-0.141047174038663,0.480439318612538,-0.844808668597196,2.34342390574235,66,"SP"
"77","Andrew Heaney","TEX","15423",0.617257749429978,1.1815003036015,0.509120140143935,-0.268494799897893,1.02259968289937,-0.844808668597196,2.2171744075797,67,"SP"
"61","Merrill Kelly","ARI","11156",1.59660014605753,1.07640331875881,1.42921677895827,-0.722943221931669,-0.32821844707957,-0.844808668597196,2.20624990616618,68,"SP"
"74","Jason Adam","TBR","11861",-0.892561778704161,-0.668206629629812,-0.963034481959006,1.50709573733501,1.39374691280598,1.79718418926447,2.17422394911248,69,"SP"
"81","Chris Sale","BOS","10603",0.556048849640757,0.99232573088466,0.509120140143935,0.285220507403415,0.673960287504136,-0.844808668597196,2.17186684697971,70,"SP"
"67","Patrick Sandoval","LAA","19447",1.14773488093657,1.1815003036015,1.06117812343254,0.265308231695938,-0.644720367425061,-0.844808668597196,2.16619250364429,71,"SP"
"75","Tony Gonsolin","LAD","19388",0.841690381990459,0.719073570293671,0.877158795669671,0.128097021274795,0.429158582251576,-0.844808668597196,2.15036968288298,72,"SP"
"73","Kodai Senga","NYM","31838",0.90289928177968,1.13946150966442,0.877158795669671,0.115026050759193,-0.0397933099905349,-0.844808668597196,2.14994365928524,73,"SP"
"68","Marcus Stroman","CHC","13431",1.37216751349705,0.782131761199284,1.24519745119541,-0.193648202699369,-0.254197836676188,-0.844808668597196,2.10684201791898,74,"SP"
"76","Giovanny Gallegos","STL","14986",-0.810949912318532,-0.626167835692736,-0.963034481959006,0.970959412910837,1.72904403516612,1.79718418926447,2.09703540737116,75,"SP"
"71","Jesús Luzardo","MIA","19959",0.882496315183273,1.13946150966442,1.06117812343254,-0.0903943316246497,-0.0691463106677368,-0.844808668597196,2.07878663739065,76,"SP"
"70","Jon Gray","TEX","14916",1.14773488093657,1.22353909753857,1.06117812343254,-0.529710330253881,-0.0416496262388948,-0.844808668597196,2.01628347681771,77,"SP"
"66","José Berríos","TOR","14168",1.43337641328627,1.16048090663296,1.42921677895827,-1.0945031151672,-0.122631422573628,-0.844808668597196,1.96113089253948,78,"SP"
"78","Reid Detmers","LAA","27468",1.14773488093657,1.20251970057004,0.877158795669671,-0.43209713796319,-0.179365087914151,-0.844808668597196,1.77114248270174,79,"SP"
"80","Tyler Mahle","MIN","16358",1.02531708135812,1.07640331875881,1.06117812343254,-0.538658394991597,-0.0848089790132793,-0.844808668597196,1.6946224809474,80,"SP"
"83","David Bednar","PIT","19569",-0.810949912318532,-0.542090247818586,-0.963034481959006,1.15454198666896,0.934772720398809,1.89154107704525,1.66478114201689,81,"SP"
"85","Sonny Gray","MIN","12768",0.800884448797644,0.803151158167822,0.877158795669671,-0.0367285965267981,-0.00104270830600485,-0.844808668597196,1.59861442920514,82,"SP"
"79","Tyler Anderson","LAA","12880",1.37216751349705,0.656015379388058,1.24519745119541,-0.767774158934052,-0.0707705873850527,-0.844808668597196,1.59002692916421,83,"SP"
"87","Paul Sewald","SEA","13892",-0.851755845511347,-0.605148438724199,-0.963034481959006,0.663938852429118,1.52392108972227,1.79718418926447,1.56510536522131,84,"SP"
"88","Zach Eflin","TBR","13774",0.800884448797644,0.403782615765607,0.877158795669671,-0.27230055907748,0.5023670542963,-0.844808668597196,1.46708368685455,85,"SP"
"89","Evan Phillips","LAD","17734",-0.872158812107754,-0.647187232661274,-0.963034481959006,1.62027176627079,0.908552253390715,1.41975663814138,1.46620013107485,86,"SP"
"86","Lance McCullers Jr.","HOU","14120",0.719272582412015,0.761112364230747,1.06117812343254,0.260233886123157,-0.502828194190994,-0.844808668597196,1.45416009341027,87,"SP"
"82","Sean Manaea","SFG","15873",1.14773488093657,1.05538392179027,1.24519745119541,-0.706678132104627,-0.457464465871682,-0.844808668597196,1.43936498734874,88,"SP"
"94","Dustin May","LAD","19716",0.270407317291054,0.403782615765607,0.325100812381068,0.407321947748465,0.873862343499475,-0.844808668597196,1.43566636808847,89,"SP"
"84","Martín Pérez","TEX","6902",1.43337641328627,0.824170555136359,1.42921677895827,-0.443469108845048,-1.24326633775585,-0.844808668597196,1.15521963218281,90,"SP"
"101","Grayson Rodriguez","BAL","sa3008130",0.290810283887462,0.445821409702682,0.509120140143935,-0.0261721454691363,0.695539963891328,-0.844808668597196,1.07031098355908,91,"SP"
"90","Jameson Taillon","CHC","11674",1.31095861370783,0.824170555136359,0.877158795669671,-1.12705594814973,-0.062997263095043,-0.844808668597196,0.97742608467189,92,"SP"
"106","Alex Wood","SFG","13781",0.433631050062313,0.424802012734145,0.509120140143935,0.0541112505573675,0.311746579542764,-0.844808668597196,0.888602364443328,93,"SP"
"91","Eduardo Rodriguez","DET","13164",1.06612301455094,0.824170555136359,1.06117812343254,-0.551819978820999,-0.688691858558106,-0.844808668597196,0.866151187143536,94,"SP"
"93","José Urquidy","HOU","18413",1.10692894774375,0.592957188482446,1.06117812343254,-1.28880071328213,0.236101692422069,-0.844808668597196,0.863556570201478,95,"SP"
"95","José Quintana","NYM","11423",1.00491411476172,0.782131761199284,0.693139467906803,0.0247751902147257,-0.822230608674549,-0.844808668597196,0.837921256810785,96,"SP"
"100","Ranger Suárez","PHI","17277",1.20894378072579,0.656015379388058,0.693139467906803,-0.119843658609541,-0.974448541040123,-0.844808668597196,0.618997759773791,97,"SP"
"92","Adam Wainwright","STL","2233",1.45377937988268,0.508879600608295,1.24519745119541,-0.837070690662347,-0.908433294457798,-0.844808668597196,0.617543777969038,98,"SP"
"145","Liam Hendriks","CHW","3548",-1.64747154277123,-1.48796311140278,-0.963034481959006,2.08015698713255,2.71335572585936,-0.0899535663510051,0.605090010507884,99,"SP"
"114","Collin McHugh","ATL","7531",-0.872158812107754,-0.794323011441037,-0.779015154196139,1.25639135137978,1.21530851343231,0.570544648114412,0.596747535181579,100,"SP"
"105","Justin Steele","CHC","17312",0.780481482201237,0.740092967262209,0.693139467906803,0.00529332774779762,-0.796358200963023,-0.844808668597196,0.577840375557827,101,"SP"
"97","Eric Lauer","MIL","19316",1.00491411476172,0.929267539979048,0.877158795669671,-0.847491221749308,-0.545407448137767,-0.844808668597196,0.573633111926164,102,"SP"
"102","Clay Holmes","NYY","13649",-0.851755845511347,-0.815342408409575,-0.963034481959006,1.24921024626116,0.139341207976269,1.79718418926447,0.555602907621974,103,"SP"
"103","Carlos Carrasco","NYM","6632",0.841690381990459,0.761112364230747,0.877158795669671,-0.592301476760999,-0.488673782797244,-0.844808668597196,0.554177613735438,104,"SP"
"98","Scott Barlow","KCR","14993",-0.688532112740088,-0.584129041755661,-0.963034481959006,0.795758570679183,0.178903948019455,1.79718418926447,0.536151071508354,105,"SP"
"110","Garrett Whitlock","BOS","20191",0.413228083465905,0.340724424859994,0.509120140143935,-0.275879784972566,0.223687577511155,-0.750451780816422,0.460428660192003,106,"SP"
"99","Cal Quantrill","CLE","19312",1.35176454690064,0.445821409702682,1.06117812343254,-0.968437342343413,-0.602373153009334,-0.844808668597196,0.443144916085918,107,"SP"
"104","Camilo Doval","SFG","21992",-0.770143979125717,-0.563109644787124,-0.963034481959006,1.12343896670722,-0.517446684646834,1.98589796482602,0.295602141014562,108,"SP"
"121","Hunter Brown","HOU","25880",0.0459746847305742,0.151549852143156,0.325100812381068,0.74773351436536,-0.357339408225728,-0.750451780816422,0.162567674578008,109,"SP"
"128","Chris Martin","BOS","11847",-0.953770678493383,-0.899419996283725,-0.963034481959006,0.757746285540223,1.36567012954952,0.853615311456734,0.160806569810366,110,"SP"
"113","Aaron Civale","CLE","19479",0.617257749429978,0.361743821828532,0.693139467906803,-0.935635322747934,0.264410515209569,-0.844808668597196,0.156107563029751,111,"SP"
"119","Robert Suarez","SDP","30115",-0.851755845511347,-0.689226026598349,-0.963034481959006,1.00407857910461,0.475450468695069,1.13668597479905,0.112198668530036,112,"SP"
"96","Germán Márquez","COL","15038",1.67821201244316,1.20251970057004,1.42921677895827,-1.99431597452633,-1.38887114348664,-0.844808668597196,0.0819527053613048,113,"SP"
"117","Taylor Rogers","SFG","13449",-0.851755845511347,-0.605148438724199,-0.963034481959006,0.505524126578853,0.764803763908286,1.23104286257983,0.0814319868724154,114,"SP"
"123","Alex Vesia","LAD","25007",-0.912964745300568,-0.542090247818586,-0.963034481959006,0.8859867778952,0.560724996354137,1.04232908701828,0.0709513861894564,115,"SP"
"108","Kenley Jansen","BOS","3096",-0.872158812107754,-0.647187232661274,-0.963034481959006,0.101660586973742,0.463964511908337,1.98589796482602,0.0691425369800645,116,"SP"
"120","Brusdar Graterol","LAD","20367",-0.912964745300568,-1.04655577506349,-0.963034481959006,0.881569378847466,0.776637779991585,1.3253997503606,0.0610519068765905,117,"SP"
"116","Jack Flaherty","STL","17479",0.515242916447942,0.424802012734145,0.693139467906803,-0.49706688395755,-0.315920351934182,-0.844808668597196,-0.0246115074000385,118,"SP"
"109","Cole Irvin","BAL","19244",1.37216751349705,0.361743821828532,1.24519745119541,-1.55937206828793,-0.645416486018198,-0.844808668597196,-0.0704884363823428,119,"SP"
"124","Ken Waldichuk","OAK","27681",0.535645883044349,0.46684080667122,0.509120140143935,-0.456109666120102,-0.298517387105801,-0.844808668597196,-0.0878288919635942,120,"SP"
"133","Steven Matz","STL","13361",0.270407317291054,0.172569249111693,0.325100812381068,-0.159872089980544,0.103375080664281,-0.844808668597196,-0.133228299129644,121,"SP"
"107","Kyle Gibson","BAL","10123",1.29055564711142,0.698054173325134,1.24519745119541,-1.26737066456851,-1.27795624764709,-0.844808668597196,-0.156328309180836,122,"SP"
"129","Erik Swanson","TOR","16587",-0.851755845511347,-0.7733036144725,-0.779015154196139,0.239823237189782,0.962385424593174,1.04232908701828,-0.159536865378748,123,"SP"
"118","John Schreiber","BOS","20020",-0.831352878914939,-0.7733036144725,-0.963034481959006,0.811797127221724,0.0810992856839537,1.51411352592215,-0.160681036518617,124,"SP"
"140","Michael King","NYY","19853",-0.953770678493383,-0.815342408409575,-0.963034481959006,0.994881327753948,0.891149288562333,0.664901535895186,-0.181215416650497,125,"SP"
"126","Andrew Chafin","ARI","12988",-0.892561778704161,-0.85738120234665,-0.963034481959006,0.876789526544534,0.322884477032928,1.3253997503606,-0.187903709071753,126,"SP"
"112","Alexis Díaz","CIN","21132",-0.790546945722125,-0.436993262975898,-0.963034481959006,0.256881193512569,-0.153376660437102,1.89154107704525,-0.195529080536315,127,"SP"
"135","Kenta Maeda","MIN","18498",0.270407317291054,0.214608043048768,0.325100812381068,-0.600819128258169,0.406186668678112,-0.844808668597196,-0.229324955456362,128,"SP"
"127","Daniel Hudson","LAD","7146",-1.05578551147542,-0.85738120234665,-0.963034481959006,0.264651285170891,0.84439332305675,1.51411352592215,-0.253043061631285,129,"SP"
"111","Marco Gonzales","SEA","15467",1.41297344668986,0.172569249111693,1.24519745119541,-1.38695758545562,-0.868406475352522,-0.844808668597196,-0.269432582408374,130,"SP"
"143","Brock Burke","TEX","17968",-0.729338045932903,-0.626167835692736,-0.963034481959006,1.0744171639416,0.399109462981237,0.570544648114412,-0.274469088547391,131,"SP"
"115","Taijuan Walker","PHI","11836",1.08652598114735,0.529898997576833,0.877158795669671,-1.31236017487004,-0.61768776205831,-0.844808668597196,-0.281272831131701,132,"SP"
"125","Roansy Contreras","PIT","22810",0.882496315183273,0.677034776356596,0.509120140143935,-0.911328301321173,-0.607594042457849,-0.844808668597196,-0.295079780692413,133,"SP"
"130","Ross Stripling","SFG","13273",0.617257749429978,0.193588646080231,0.509120140143935,-0.64628435845715,-0.129940667801547,-0.844808668597196,-0.301067159201749,134,"SP"
"134","Héctor Neris","HOU","11804",-0.831352878914939,-0.605148438724199,-0.963034481959006,0.305200743096242,0.614558167556595,1.13668597479905,-0.343090914146253,135,"SP"
"132","Seranthony Domínguez","PHI","19249",-0.872158812107754,-0.710245423566887,-0.963034481959006,0.723449146267049,-0.270672643380391,1.51411352592215,-0.578548688824838,136,"SP"
"139","José Alvarado","PHI","17780",-0.994576611686198,-0.563109644787124,-0.963034481959006,1.14865212127198,-0.385648231013228,1.13668597479905,-0.621030873374519,137,"SP"
"142","Trevor Rogers","MIA","22286",0.474436983255127,0.55091839454537,0.325100812381068,-0.528373783875336,-0.602257133243811,-0.844808668597196,-0.624983395534778,138,"SP"
"137","Brandon Hughes","CHC","23460",-0.851755845511347,-0.710245423566887,-0.963034481959006,0.163526826970464,0.273111997623759,1.41975663814138,-0.66864028830164,139,"SP"
"122","Nick Pivetta","BOS","15454",1.39257048009346,1.30761668541272,0.877158795669671,-1.92560842933773,-1.49839380213992,-0.844808668597196,-0.691464938898995,140,"SP"
"151","James Karinchak","CLE","20151",-0.933367711896976,-0.500051453881511,-0.963034481959006,0.898627335170253,0.0121835449635639,0.75925842367596,-0.726384343927716,141,"SP"
"171","Dylan Lee","ATL","19996",-0.994576611686198,-0.899419996283725,-0.963034481959006,1.06392867286929,0.865740959912898,0.193117096991317,-0.734244360155421,142,"SP"
"146","Luis García","SDP","6984",-0.892561778704161,-0.836361805378113,-0.963034481959006,0.56865895296877,0.211273462600245,1.13668597479905,-0.77533967567321,143,"SP"
"144","Rafael Montero","HOU","12760",-0.912964745300568,-0.920439393252263,-0.963034481959006,0.358481371610445,0.242714819056853,1.41975663814138,-0.775485791703163,144,"SP"
"131","Alex Lange","DET","19883",-0.810949912318532,-0.626167835692736,-0.963034481959006,0.406370507953569,-0.615715426044426,1.79718418926447,-0.81231295879666,145,"SP"
"149","Trevor Stephan","CLE","19932",-0.831352878914939,-0.626167835692736,-0.963034481959006,0.410312187103854,0.147926670624937,1.04232908701828,-0.81998725181961,146,"SP"
"148","Adam Ottavino","NYM","1247",-0.790546945722125,-0.605148438724199,-0.963034481959006,0.651502175110114,-0.158249490589047,1.04232908701828,-0.823148094865982,147,"SP"
"150","A.J. Puk","MIA","19343",-0.668129146143681,-0.542090247818586,-0.963034481959006,0.360293637886438,0.0312107865092615,0.947972199237507,-0.833777252288066,148,"SP"
"152","Aaron Bummer","CHW","16258",-1.05578551147542,-0.962478187189338,-0.963034481959006,1.59823007768902,-0.511877735901752,1.04232908701828,-0.852616751818212,149,"SP"
"158","Matt Bush","MIL","1246",-0.953770678493383,-0.752284217503962,-0.963034481959006,0.0672954877152188,0.783018867095325,0.947972199237507,-0.8708028239083,150,"SP"
"160","Diego Castillo","SEA","17496",-0.933367711896976,-0.878400599315188,-0.963034481959006,0.608506157712173,0.307685887749476,0.947972199237507,-0.910638548472014,151,"SP"
